source_file,job_id,entity_id,metric_name,metric_value,occurrence_index
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281665,xXx2uCe9gALAAZBOS8OsoLLbi7r,entity_status,completed,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281665,xXx2uCe9gALAAZBOS8OsoLLbi7r,results_job,3282187,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281665,xXx2uCe9gALAAZBOS8OsoLLbi7r,sub_flag,True,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281665,xXx2uCe9gALAAZBOS8OsoLLbi7r,start_time,1759978513.8914297,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281665,xXx2uCe9gALAAZBOS8OsoLLbi7r,fitness_1,0.9081999659538269,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281665,xXx2uCe9gALAAZBOS8OsoLLbi7r,fitness_2,518230.0,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281670,xXxvN1OMFhvrYqAHsXKXWV8E0Zr,entity_status,completed,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281670,xXxvN1OMFhvrYqAHsXKXWV8E0Zr,results_job,3282189,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281670,xXxvN1OMFhvrYqAHsXKXWV8E0Zr,sub_flag,True,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281670,xXxvN1OMFhvrYqAHsXKXWV8E0Zr,start_time,1759978513.9646,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281670,xXxvN1OMFhvrYqAHsXKXWV8E0Zr,fitness_1,0.9163999557495117,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281670,xXxvN1OMFhvrYqAHsXKXWV8E0Zr,fitness_2,518230.0,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281672,xXxIUauuC1n1XcxUpnsbLweLvvx,entity_status,completed,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281672,xXxIUauuC1n1XcxUpnsbLweLvvx,results_job,3282190,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281672,xXxIUauuC1n1XcxUpnsbLweLvvx,sub_flag,True,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281672,xXxIUauuC1n1XcxUpnsbLweLvvx,start_time,1759978513.9946423,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281672,xXxIUauuC1n1XcxUpnsbLweLvvx,fitness_1,0.911300003528595,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281672,xXxIUauuC1n1XcxUpnsbLweLvvx,fitness_2,518230.0,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281674,xXx22igeZHIeS8e1ZUdxQ6Ga7hK,entity_status,completed,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281674,xXx22igeZHIeS8e1ZUdxQ6Ga7hK,results_job,3282191,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281674,xXx22igeZHIeS8e1ZUdxQ6Ga7hK,sub_flag,True,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281674,xXx22igeZHIeS8e1ZUdxQ6Ga7hK,start_time,1759978514.0308032,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281674,xXx22igeZHIeS8e1ZUdxQ6Ga7hK,fitness_1,-inf,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281674,xXx22igeZHIeS8e1ZUdxQ6Ga7hK,fitness_2,inf,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281676,xXxTVX6NlfAj4PKB2ExpnL6K2eI,entity_status,completed,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281676,xXxTVX6NlfAj4PKB2ExpnL6K2eI,results_job,3282192,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281676,xXxTVX6NlfAj4PKB2ExpnL6K2eI,sub_flag,True,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281676,xXxTVX6NlfAj4PKB2ExpnL6K2eI,start_time,1759978514.0619907,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281676,xXxTVX6NlfAj4PKB2ExpnL6K2eI,fitness_1,0.9286999702453613,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281676,xXxTVX6NlfAj4PKB2ExpnL6K2eI,fitness_2,724462.0,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281678,xXx1ZLSQ84x3BToDFJewTAQcAc2,entity_status,completed,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281678,xXx1ZLSQ84x3BToDFJewTAQcAc2,results_job,3282193,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281678,xXx1ZLSQ84x3BToDFJewTAQcAc2,sub_flag,True,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281678,xXx1ZLSQ84x3BToDFJewTAQcAc2,start_time,1759978514.092399,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281678,xXx1ZLSQ84x3BToDFJewTAQcAc2,fitness_1,0.911300003528595,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281678,xXx1ZLSQ84x3BToDFJewTAQcAc2,fitness_2,518230.0,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281680,xXxTDL3N5LtW3bPc4gsuLjYFFou,entity_status,completed,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281680,xXxTDL3N5LtW3bPc4gsuLjYFFou,results_job,3282194,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281680,xXxTDL3N5LtW3bPc4gsuLjYFFou,sub_flag,True,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281680,xXxTDL3N5LtW3bPc4gsuLjYFFou,start_time,1759978514.1233916,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281680,xXxTDL3N5LtW3bPc4gsuLjYFFou,fitness_1,0.8988999724388123,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281680,xXxTDL3N5LtW3bPc4gsuLjYFFou,fitness_2,518230.0,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281682,xXxiCKiYQRwBpqBJvhoFX7ya4rL,entity_status,completed,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281682,xXxiCKiYQRwBpqBJvhoFX7ya4rL,results_job,3282195,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281682,xXxiCKiYQRwBpqBJvhoFX7ya4rL,sub_flag,True,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281682,xXxiCKiYQRwBpqBJvhoFX7ya4rL,start_time,1759978514.15462,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281682,xXxiCKiYQRwBpqBJvhoFX7ya4rL,fitness_1,0.8592999577522278,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281682,xXxiCKiYQRwBpqBJvhoFX7ya4rL,fitness_2,313462.0,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281684,xXxtXTf6cLO5BiINep9X4tp6Afr,entity_status,completed,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281684,xXxtXTf6cLO5BiINep9X4tp6Afr,results_job,3282196,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281684,xXxtXTf6cLO5BiINep9X4tp6Afr,sub_flag,True,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281684,xXxtXTf6cLO5BiINep9X4tp6Afr,start_time,1759978514.1848762,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281684,xXxtXTf6cLO5BiINep9X4tp6Afr,fitness_1,-inf,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281684,xXxtXTf6cLO5BiINep9X4tp6Afr,fitness_2,inf,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281686,xXx861v5acclRihTw6M4YczIUkA,entity_status,completed,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281686,xXx861v5acclRihTw6M4YczIUkA,results_job,3282197,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281686,xXx861v5acclRihTw6M4YczIUkA,sub_flag,True,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281686,xXx861v5acclRihTw6M4YczIUkA,start_time,1759978514.21564,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281686,xXx861v5acclRihTw6M4YczIUkA,fitness_1,0.911300003528595,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281686,xXx861v5acclRihTw6M4YczIUkA,fitness_2,518230.0,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281688,xXx07m2ORALMVyuOPCnybxFT16W,entity_status,completed,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281688,xXx07m2ORALMVyuOPCnybxFT16W,results_job,3282198,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281688,xXx07m2ORALMVyuOPCnybxFT16W,sub_flag,True,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281688,xXx07m2ORALMVyuOPCnybxFT16W,start_time,1759978514.2470534,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281688,xXx07m2ORALMVyuOPCnybxFT16W,fitness_1,0.9036999940872192,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281688,xXx07m2ORALMVyuOPCnybxFT16W,fitness_2,518230.0,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281690,xXxasqFSHcQaDhwKqruz3Qz1TxR,entity_status,completed,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281690,xXxasqFSHcQaDhwKqruz3Qz1TxR,results_job,3282199,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281690,xXxasqFSHcQaDhwKqruz3Qz1TxR,sub_flag,True,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281690,xXxasqFSHcQaDhwKqruz3Qz1TxR,start_time,1759978514.277644,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281690,xXxasqFSHcQaDhwKqruz3Qz1TxR,fitness_1,0.8988999724388123,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281690,xXxasqFSHcQaDhwKqruz3Qz1TxR,fitness_2,518230.0,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281696,xXx2QmcuCKlSc3AIhq7sI5PSqQv,entity_status,completed,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281696,xXx2QmcuCKlSc3AIhq7sI5PSqQv,results_job,3282202,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281696,xXx2QmcuCKlSc3AIhq7sI5PSqQv,sub_flag,True,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281696,xXx2QmcuCKlSc3AIhq7sI5PSqQv,start_time,1759978514.370426,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281696,xXx2QmcuCKlSc3AIhq7sI5PSqQv,fitness_1,0.9081999659538269,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281696,xXx2QmcuCKlSc3AIhq7sI5PSqQv,fitness_2,518230.0,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281700,xXx3JpbfvPXzlcf1Rsft5vDsm4L,entity_status,completed,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281700,xXx3JpbfvPXzlcf1Rsft5vDsm4L,results_job,3282204,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281700,xXx3JpbfvPXzlcf1Rsft5vDsm4L,sub_flag,True,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281700,xXx3JpbfvPXzlcf1Rsft5vDsm4L,start_time,1759978514.4317336,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281700,xXx3JpbfvPXzlcf1Rsft5vDsm4L,fitness_1,-inf,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281700,xXx3JpbfvPXzlcf1Rsft5vDsm4L,fitness_2,inf,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281702,xXxpCm1slVn6OFKsENKX9US12v1,entity_status,completed,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281702,xXxpCm1slVn6OFKsENKX9US12v1,results_job,3282205,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281702,xXxpCm1slVn6OFKsENKX9US12v1,sub_flag,True,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281702,xXxpCm1slVn6OFKsENKX9US12v1,start_time,1759978514.4629917,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281702,xXxpCm1slVn6OFKsENKX9US12v1,fitness_1,0.8833999633789062,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281702,xXxpCm1slVn6OFKsENKX9US12v1,fitness_2,516886.0,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281704,xXxmOxYRYdB44ljrv9JmWPz38Oa,entity_status,completed,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281704,xXxmOxYRYdB44ljrv9JmWPz38Oa,results_job,3282206,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281704,xXxmOxYRYdB44ljrv9JmWPz38Oa,sub_flag,True,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281704,xXxmOxYRYdB44ljrv9JmWPz38Oa,start_time,1759978514.4939547,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281704,xXxmOxYRYdB44ljrv9JmWPz38Oa,fitness_1,0.8592999577522278,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281704,xXxmOxYRYdB44ljrv9JmWPz38Oa,fitness_2,313462.0,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281706,xXxnTfIuycRGetGBn4XxIHiQsme,entity_status,completed,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281706,xXxnTfIuycRGetGBn4XxIHiQsme,results_job,3282207,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281706,xXxnTfIuycRGetGBn4XxIHiQsme,sub_flag,True,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281706,xXxnTfIuycRGetGBn4XxIHiQsme,start_time,1759978514.5244458,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281706,xXxnTfIuycRGetGBn4XxIHiQsme,fitness_1,0.911300003528595,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281706,xXxnTfIuycRGetGBn4XxIHiQsme,fitness_2,518230.0,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281710,xXxu0ulQS4AB5DHDfQat6KEcMf0,entity_status,completed,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281710,xXxu0ulQS4AB5DHDfQat6KEcMf0,results_job,3282209,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281710,xXxu0ulQS4AB5DHDfQat6KEcMf0,sub_flag,True,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281710,xXxu0ulQS4AB5DHDfQat6KEcMf0,start_time,1759978514.5870857,1
/Users/deepthimunagapati/llm-guided-evolution-infrastructure/analysis/dashboard/uploads/global_gen_1.pkl,3281710,xXxu0ulQS4AB5DHDfQat6KEcMf0,fitness_1,0.9081999659538269,1
